timestamp,open,high,low,close,volume
2026-03-16 04:40:00+00:00,3777.15,3777.79,3777.01,3777.15,96
2026-03-16 04:45:00+00:00,3777.15,3778.12,3776.79,3777.51,305
2026-03-16 04:50:00+00:00,3777.51,3778.23,3776.57,3777.3,301
2026-03-16 04:55:00+00:00,3777.3,3778.39,3777.24,3777.36,111
2026-03-16 05:00:00+00:00,3777.36,3777.97,3774.86,3775.17,210
2026-03-16 05:05:00+00:00,3775.17,3777.17,3775.13,3775.74,260
2026-03-16 05:10:00+00:00,3775.74,3776.87,3774.09,3775.09,339
2026-03-16 05:15:00+00:00,3775.09,3776.39,3773.98,3775.21,178
2026-03-16 05:20:00+00:00,3775.21,3775.62,3771.6,3772.34,302
2026-03-16 05:25:00+00:00,3772.34,3773.51,3771.96,3772.75,171
2026-03-16 05:30:00+00:00,3772.75,3772.78,3769.93,3770.64,206
2026-03-16 05:35:00+00:00,3770.64,3771.33,3769.31,3769.62,194
2026-03-16 05:40:00+00:00,3769.62,3771.52,3767.46,3768.41,98
2026-03-16 05:45:00+00:00,3768.41,3769.07,3767.96,3768.79,202
2026-03-16 05:50:00+00:00,3768.79,3769.07,3767.99,3768.97,491
2026-03-16 05:55:00+00:00,3768.97,3769.67,3768.18,3768.61,281
2026-03-16 06:00:00+00:00,3768.61,3768.84,3768.04,3768.27,251
2026-03-16 06:05:00+00:00,3768.27,3768.32,3766.71,3767.11,196
2026-03-16 06:10:00+00:00,3767.11,3768.31,3766.44,3767.41,318
2026-03-16 06:15:00+00:00,3767.41,3767.62,3764.29,3765.57,540
2026-03-16 06:20:00+00:00,3765.57,3767.71,3764.75,3766.82,309
2026-03-16 06:25:00+00:00,3766.82,3768.32,3766.44,3767.71,437
2026-03-16 06:30:00+00:00,3767.71,3768.55,3765.3,3767.42,164
2026-03-16 06:35:00+00:00,3767.42,3767.76,3765.95,3766.28,313
2026-03-16 06:40:00+00:00,3766.28,3767.76,3764.3,3765.11,74
2026-03-16 06:45:00+00:00,3765.11,3766.67,3764.12,3766.25,316
2026-03-16 06:50:00+00:00,3766.25,3768.68,3766.19,3767.18,119
2026-03-16 06:55:00+00:00,3767.18,3767.88,3766.33,3766.76,248
2026-03-16 07:00:00+00:00,3766.76,3767.53,3766.55,3767.13,169
2026-03-16 07:05:00+00:00,3767.13,3767.67,3764.38,3765.42,224
2026-03-16 07:10:00+00:00,3765.42,3765.99,3764.82,3765.02,161
2026-03-16 07:15:00+00:00,3765.02,3765.6,3764.11,3764.42,345
2026-03-16 07:20:00+00:00,3764.42,3766.1,3764.37,3764.95,331
2026-03-16 07:25:00+00:00,3764.95,3765.43,3762.36,3763.19,485
2026-03-16 07:30:00+00:00,3763.19,3764.05,3761.41,3761.92,54
2026-03-16 07:35:00+00:00,3761.92,3762.89,3760.74,3762.5,153
2026-03-16 07:40:00+00:00,3762.5,3763.46,3762.12,3762.89,263
2026-03-16 07:45:00+00:00,3762.89,3763.64,3761.24,3761.82,226
2026-03-16 07:50:00+00:00,3761.82,3762.6,3760.33,3760.55,160
2026-03-16 07:55:00+00:00,3760.55,3762.31,3759.3,3761.51,112
2026-03-16 08:00:00+00:00,3761.51,3761.79,3760.33,3760.92,445
2026-03-16 08:05:00+00:00,3760.92,3761.23,3759.26,3760.85,179
2026-03-16 08:10:00+00:00,3760.85,3760.88,3759.81,3760.5,175
2026-03-16 08:15:00+00:00,3760.5,3761.28,3757.88,3759.33,464
2026-03-16 08:20:00+00:00,3759.33,3760.59,3758.61,3760.33,120
2026-03-16 08:25:00+00:00,3760.33,3760.89,3759.04,3759.89,465
2026-03-16 08:30:00+00:00,3759.89,3760.24,3759.5,3759.62,439
2026-03-16 08:35:00+00:00,3759.62,3759.74,3758.21,3758.25,354
2026-03-16 08:40:00+00:00,3758.25,3759.56,3757.63,3758.02,124
2026-03-16 08:45:00+00:00,3758.02,3759.13,3757.22,3758.39,197
2026-03-16 08:50:00+00:00,3758.39,3758.6,3755.73,3757.19,311
2026-03-16 08:55:00+00:00,3757.19,3757.68,3755.94,3756.16,344
2026-03-16 09:00:00+00:00,3756.16,3756.92,3754.19,3755.2,252
2026-03-16 09:05:00+00:00,3755.2,3755.44,3753.35,3754.14,198
2026-03-16 09:10:00+00:00,3754.14,3754.8,3753.65,3754.7,86
2026-03-16 09:15:00+00:00,3754.7,3755.3,3753.44,3753.86,345
2026-03-16 09:20:00+00:00,3753.86,3755.43,3752.1,3752.93,166
2026-03-16 09:25:00+00:00,3752.93,3753.82,3751.64,3752.17,75
2026-03-16 09:30:00+00:00,3752.17,3753.06,3751.05,3751.45,60
2026-03-16 09:35:00+00:00,3751.45,3752.12,3746.77,3748.78,390
2026-03-16 09:40:00+00:00,3748.78,3749.27,3748.57,3748.9,467
2026-03-16 09:45:00+00:00,3748.9,3749.03,3746.94,3747.06,147
2026-03-16 09:50:00+00:00,3747.06,3748.74,3745.74,3746.36,302
2026-03-16 09:55:00+00:00,3746.36,3747.56,3742.52,3743.01,462
2026-03-16 10:00:00+00:00,3743.01,3743.76,3742.32,3742.6,269
2026-03-16 10:05:00+00:00,3742.6,3744.04,3739.94,3741.93,183
2026-03-16 10:10:00+00:00,3741.93,3742.4,3739.0,3741.76,390
2026-03-16 10:15:00+00:00,3741.76,3743.48,3741.0,3742.5,256
2026-03-16 10:20:00+00:00,3742.5,3743.74,3740.2,3741.14,289
2026-03-16 10:25:00+00:00,3741.14,3741.36,3738.46,3739.83,296
2026-03-16 10:30:00+00:00,3739.83,3739.85,3738.68,3739.77,176
2026-03-16 10:35:00+00:00,3739.77,3740.9,3738.2,3738.33,238
2026-03-16 10:40:00+00:00,3738.33,3739.57,3736.12,3736.84,259
2026-03-16 10:45:00+00:00,3736.84,3738.82,3734.58,3735.12,264
2026-03-16 10:50:00+00:00,3735.12,3735.58,3732.3,3732.8,270
2026-03-16 10:55:00+00:00,3732.8,3733.46,3731.36,3732.49,84
2026-03-16 11:00:00+00:00,3732.49,3733.03,3731.25,3732.94,232
2026-03-16 11:05:00+00:00,3732.94,3734.3,3732.0,3734.17,144
2026-03-16 11:10:00+00:00,3734.17,3738.36,3731.39,3736.31,526
2026-03-16 11:15:00+00:00,3736.31,3738.11,3735.9,3737.75,313
2026-03-16 11:20:00+00:00,3737.75,3739.17,3736.2,3737.8,689
2026-03-16 11:25:00+00:00,3737.8,3741.92,3736.58,3739.25,625
2026-03-16 11:30:00+00:00,3739.25,3741.21,3738.84,3740.81,276
2026-03-16 11:35:00+00:00,3740.81,3741.44,3735.94,3738.86,532
2026-03-16 11:40:00+00:00,3738.86,3740.29,3734.89,3737.0,755
2026-03-16 11:45:00+00:00,3737.0,3737.31,3734.43,3736.33,265
2026-03-16 11:50:00+00:00,3736.33,3740.54,3733.22,3739.94,602
2026-03-16 11:55:00+00:00,3739.94,3740.73,3737.43,3739.15,286
2026-03-16 12:00:00+00:00,3739.15,3739.17,3737.13,3737.45,1244
2026-03-16 12:05:00+00:00,3737.45,3740.37,3734.56,3738.22,1230
2026-03-16 12:10:00+00:00,3738.22,3740.35,3734.88,3736.98,208
2026-03-16 12:15:00+00:00,3736.98,3740.55,3735.9,3739.32,210
2026-03-16 12:20:00+00:00,3739.32,3739.93,3735.99,3736.91,289
2026-03-16 12:25:00+00:00,3736.91,3737.04,3735.13,3735.89,219
2026-03-16 12:30:00+00:00,3735.89,3738.61,3735.04,3738.27,169
2026-03-16 12:35:00+00:00,3738.27,3740.46,3736.33,3737.0,388
2026-03-16 12:40:00+00:00,3737.0,3737.98,3736.71,3737.57,705
2026-03-16 12:45:00+00:00,3737.57,3739.59,3736.59,3739.34,254
2026-03-16 12:50:00+00:00,3739.34,3739.8,3737.61,3738.19,604
2026-03-16 12:55:00+00:00,3738.19,3740.47,3737.9,3739.08,338
2026-03-16 13:00:00+00:00,3739.08,3739.27,3735.5,3736.35,244
2026-03-16 13:05:00+00:00,3736.35,3736.83,3734.36,3736.6,213
2026-03-16 13:10:00+00:00,3736.6,3736.9,3731.93,3733.84,258
2026-03-16 13:15:00+00:00,3733.84,3734.88,3732.5,3734.52,514
2026-03-16 13:20:00+00:00,3734.52,3736.04,3733.61,3735.79,243
2026-03-16 13:25:00+00:00,3735.79,3736.43,3735.03,3735.59,386
2026-03-16 13:30:00+00:00,3735.59,3736.63,3734.42,3735.74,639
2026-03-16 13:35:00+00:00,3735.74,3736.72,3733.71,3736.2,98
2026-03-16 13:40:00+00:00,3736.2,3738.04,3734.37,3734.41,611
2026-03-16 13:45:00+00:00,3734.41,3736.87,3731.87,3732.56,815
2026-03-16 13:50:00+00:00,3732.56,3734.2,3730.21,3732.77,338
2026-03-16 13:55:00+00:00,3732.77,3734.27,3728.99,3731.25,438
2026-03-16 14:00:00+00:00,3731.25,3733.31,3730.02,3732.9,94
2026-03-16 14:05:00+00:00,3732.9,3733.91,3729.42,3730.04,441
2026-03-16 14:10:00+00:00,3730.04,3731.26,3725.64,3728.0,806
2026-03-16 14:15:00+00:00,3728.0,3729.47,3722.98,3724.93,347
2026-03-16 14:20:00+00:00,3724.93,3725.31,3720.29,3723.04,366
2026-03-16 14:25:00+00:00,3723.04,3724.49,3719.06,3723.52,161
2026-03-16 14:30:00+00:00,3723.52,3725.12,3720.55,3721.97,296
2026-03-16 14:35:00+00:00,3721.97,3725.67,3719.09,3724.33,497
2026-03-16 14:40:00+00:00,3724.33,3725.48,3723.77,3724.25,707
2026-03-16 14:45:00+00:00,3724.25,3730.51,3721.74,3725.25,591
2026-03-16 14:50:00+00:00,3725.25,3728.26,3720.41,3723.04,295
2026-03-16 14:55:00+00:00,3723.04,3723.61,3718.59,3718.95,560
2026-03-16 15:00:00+00:00,3718.95,3719.25,3717.66,3718.1,352
2026-03-16 15:05:00+00:00,3718.1,3719.09,3712.23,3713.24,243
2026-03-16 15:10:00+00:00,3713.24,3713.34,3711.17,3711.49,384
2026-03-16 15:15:00+00:00,3711.49,3714.74,3710.23,3713.67,689
2026-03-16 15:20:00+00:00,3713.67,3718.98,3712.98,3716.18,670
2026-03-16 15:25:00+00:00,3716.18,3718.2,3714.09,3714.45,860
2026-03-16 15:30:00+00:00,3714.45,3717.34,3712.86,3715.53,423
2026-03-16 15:35:00+00:00,3715.53,3725.71,3713.35,3717.8,332
2026-03-16 15:40:00+00:00,3717.8,3718.41,3714.93,3716.02,301
2026-03-16 15:45:00+00:00,3716.02,3716.36,3711.21,3711.39,470
2026-03-16 15:50:00+00:00,3711.39,3712.71,3708.51,3710.39,906
2026-03-16 15:55:00+00:00,3710.39,3711.77,3707.93,3710.84,429
2026-03-16 16:00:00+00:00,3710.84,3711.18,3710.01,3710.92,221
2026-03-16 16:05:00+00:00,3710.92,3713.48,3709.43,3713.07,382
2026-03-16 16:10:00+00:00,3713.07,3713.29,3708.58,3709.63,987
2026-03-16 16:15:00+00:00,3709.63,3711.89,3703.28,3704.17,353
2026-03-16 16:20:00+00:00,3704.17,3706.92,3701.51,3705.91,318
2026-03-16 16:25:00+00:00,3705.91,3707.18,3703.72,3704.34,370
2026-03-16 16:30:00+00:00,3704.34,3706.93,3699.06,3701.04,988
2026-03-16 16:35:00+00:00,3701.04,3701.6,3695.49,3697.67,911
2026-03-16 16:40:00+00:00,3697.67,3698.8,3696.94,3698.17,475
2026-03-16 16:45:00+00:00,3698.17,3703.12,3697.9,3703.01,619
2026-03-16 16:50:00+00:00,3703.01,3705.2,3697.89,3699.79,719
2026-03-16 16:55:00+00:00,3699.79,3706.54,3699.11,3704.49,226
2026-03-16 17:00:00+00:00,3704.49,3706.23,3699.87,3701.58,564
2026-03-16 17:05:00+00:00,3701.58,3704.07,3700.52,3702.25,548
2026-03-16 17:10:00+00:00,3702.25,3706.41,3700.58,3703.25,312
2026-03-16 17:15:00+00:00,3703.25,3706.37,3702.06,3704.02,372
2026-03-16 17:20:00+00:00,3704.02,3706.96,3703.22,3706.61,391
2026-03-16 17:25:00+00:00,3706.61,3709.32,3703.75,3703.9,949
2026-03-16 17:30:00+00:00,3703.9,3704.84,3698.19,3698.74,512
2026-03-16 17:35:00+00:00,3698.74,3700.4,3695.96,3696.98,625
2026-03-16 17:40:00+00:00,3696.98,3700.65,3696.49,3697.65,215
2026-03-16 17:45:00+00:00,3697.65,3698.31,3695.71,3697.47,426
2026-03-16 17:50:00+00:00,3697.47,3701.55,3694.16,3698.65,728
2026-03-16 17:55:00+00:00,3698.65,3699.77,3696.73,3699.69,358
2026-03-16 18:00:00+00:00,3699.69,3699.87,3697.64,3697.7,544
2026-03-16 18:05:00+00:00,3697.7,3700.21,3694.0,3696.18,628
2026-03-16 18:10:00+00:00,3696.18,3697.83,3689.47,3689.94,859
2026-03-16 18:15:00+00:00,3689.94,3693.56,3688.33,3693.15,610
2026-03-16 18:20:00+00:00,3693.15,3694.52,3691.39,3693.3,482
2026-03-16 18:25:00+00:00,3693.3,3693.42,3692.56,3693.2,1143
2026-03-16 18:30:00+00:00,3693.2,3696.27,3692.36,3696.2,217
2026-03-16 18:35:00+00:00,3696.2,3696.92,3692.36,3695.44,474
2026-03-16 18:40:00+00:00,3695.44,3695.68,3693.69,3694.57,981
2026-03-16 18:45:00+00:00,3694.57,3697.03,3693.06,3693.79,733
2026-03-16 18:50:00+00:00,3693.79,3694.56,3691.61,3693.2,647
2026-03-16 18:55:00+00:00,3693.2,3694.87,3691.85,3692.24,602
2026-03-16 19:00:00+00:00,3692.24,3692.24,3691.65,3691.88,398
2026-03-16 19:05:00+00:00,3691.88,3693.42,3689.77,3692.93,236
2026-03-16 19:10:00+00:00,3692.93,3695.95,3689.86,3691.45,683
2026-03-16 19:15:00+00:00,3691.45,3692.64,3688.64,3689.27,441
2026-03-16 19:20:00+00:00,3689.27,3691.19,3685.25,3687.63,357
2026-03-16 19:25:00+00:00,3687.63,3689.82,3686.98,3689.75,201
2026-03-16 19:30:00+00:00,3689.75,3693.25,3686.75,3687.54,495
2026-03-16 19:35:00+00:00,3687.54,3691.17,3687.24,3689.17,185
